order_item_id,order_id,product_id,quantity,discount_pct,quantity_was_imputed
OI000217,O00121,PR020,3.0,0.05,False
OI000218,O00122,PR076,3.0,0.0,False
OI000219,O00123,PR066,1.0,0.05,False
OI000220,O00124,PR002,2.0,0.2,False
OI000221,O00125,PR079,2.0,0.2,False
OI000222,O00125,PR066,2.0,0.05,False
OI000223,O00125,PR021,2.0,0.1,False
OI000224,O00125,PR073,2.0,0.15,False
OI000225,O00126,PR046,1.0,0.0,False
OI000226,O00126,PR063,2.0,0.0,False
OI000227,O00127,PR030,1.0,0.15,False
OI000228,O00128,PR047,4.0,0.05,False
OI000229,O00129,PR006,1.0,0.15,False
OI000230,O00129,PR042,1.0,0.15,False
OI000231,O00129,PR067,3.0,0.2,False
OI000232,O00130,PR075,5.0,0.1,False
OI000233,O00130,PR023,4.0,0.15,False
OI000234,O00131,PR076,1.0,0.1,False
OI000235,O00132,PR029,5.0,0.05,False
OI000236,O00133,PR045,4.0,0.2,False
OI000237,O00134,PR078,1.0,0.1,False
OI000238,O00135,PR057,2.0,0.0,False
OI000239,O00135,PR010,5.0,0.15,False
OI000240,O00135,PR036,2.0,0.0,False
OI000241,O00136,PR047,5.0,0.15,False
OI000242,O00137,PR030,4.0,0.2,False
OI000243,O00137,PR043,1.0,0.05,False
OI000244,O00137,PR062,4.0,0.0,False
OI000245,O00138,PR053,1.0,0.0,False
OI000246,O00138,PR006,2.0,0.1,False
OI000247,O00139,PR018,5.0,0.0,False
OI000248,O00139,PR074,2.0,0.0,False
OI000249,O00140,PR024,5.0,0.05,False
OI000250,O00141,PR073,3.0,0.15,True
OI000251,O00141,PR037,1.0,0.0,False
OI000252,O00142,PR061,4.0,0.0,False
OI000253,O00143,PR053,5.0,0.0,False
OI000254,O00144,PR024,5.0,0.15,False
OI000255,O00144,PR066,3.0,0.0,False
OI000256,O00145,PR044,4.0,0.1,False
OI000257,O00145,PR076,1.0,0.0,False
OI000258,O00146,PR017,1.0,0.0,False
OI000259,O00147,PR065,4.0,0.2,False
OI000260,O00148,PR013,2.0,0.05,False
OI000261,O00149,PR077,1.0,0.2,False
OI000262,O00149,PR069,5.0,0.2,False
OI000263,O00149,PR016,1.0,0.05,False
OI000264,O00150,PR078,5.0,0.2,False
OI000265,O00150,PR001,4.0,0.1,False
OI000266,O00151,PR006,5.0,0.05,False
OI000267,O00152,PR062,4.0,0.0,False
OI000268,O00153,PR074,1.0,0.05,False
OI000269,O00153,PR018,3.0,0.05,False
OI000270,O00154,PR011,3.0,0.1,False
OI000271,O00154,PR070,4.0,0.0,False
OI000272,O00155,PR001,5.0,0.1,False
OI000273,O00156,PR001,4.0,0.15,False
OI000274,O00157,PR041,4.0,0.0,False
OI000275,O00158,PR055,5.0,0.0,False
OI000276,O00159,PR069,4.0,0.1,False
OI000277,O00160,PR036,4.0,0.2,False
OI000278,O00161,PR071,5.0,0.05,False
OI000279,O00162,PR072,5.0,0.05,False
OI000280,O00163,PR040,5.0,0.0,False
OI000281,O00164,PR051,2.0,0.2,False
OI000282,O00164,PR016,2.0,0.05,False
OI000283,O00165,PR021,1.0,0.0,False
OI000284,O00165,PR066,4.0,0.2,False
OI000285,O00166,PR071,5.0,0.15,False
OI000286,O00167,PR007,2.0,0.05,False
OI000287,O00167,PR001,1.0,0.2,False
OI000288,O00168,PR077,4.0,0.0,False
OI000289,O00169,PR029,3.0,0.0,False
OI000290,O00170,PR050,4.0,0.1,False
OI000291,O00170,PR067,3.0,0.15,False
OI000292,O00171,PR008,2.0,0.15,False
OI000293,O00171,PR064,4.0,0.0,False
OI000294,O00171,PR026,5.0,0.0,False
OI000295,O00171,PR025,1.0,0.2,False
OI000296,O00172,PR067,2.0,0.1,False
OI000297,O00172,PR022,1.0,0.0,False
OI000298,O00173,PR001,2.0,0.0,False
OI000299,O00174,PR052,3.0,0.15,False
OI000300,O00174,PR051,3.0,0.1,True
OI000301,O00174,PR026,5.0,0.0,False
OI000302,O00174,PR009,1.0,0.1,False
OI000303,O00175,PR072,5.0,0.0,False
OI000304,O00176,PR036,2.0,0.1,False
OI000305,O00177,PR059,4.0,0.1,False
OI000306,O00177,PR001,3.0,0.0,False
OI000307,O00177,PR053,5.0,0.0,False
OI000308,O00177,PR072,1.0,0.1,False
OI000309,O00178,PR015,5.0,0.0,False
OI000310,O00179,PR074,3.0,0.15,False
OI000311,O00179,PR057,4.0,0.1,False
OI000312,O00179,PR062,2.0,0.2,False
OI000313,O00180,PR059,4.0,0.1,False
OI000314,O00181,PR062,1.0,0.0,False
OI000315,O00181,PR009,4.0,0.15,False
OI000316,O00181,PR029,2.0,0.2,False
OI000317,O00182,PR046,5.0,0.1,False
OI000318,O00183,PR034,2.0,0.0,False
OI000319,O00184,PR044,1.0,0.1,False
OI000320,O00185,PR061,3.0,0.0,False
OI000321,O00185,PR028,5.0,0.0,False
OI000322,O00185,PR024,2.0,0.05,False
OI000323,O00186,PR031,2.0,0.2,False
OI000324,O00186,PR034,2.0,0.0,False
OI000325,O00187,PR032,5.0,0.0,False
OI000326,O00188,PR014,1.0,0.0,False
OI000327,O00189,PR064,5.0,0.0,False
OI000328,O00189,PR070,1.0,0.2,False
OI000329,O00190,PR080,3.0,0.05,False
OI000330,O00191,PR074,3.0,0.05,False
OI000331,O00191,PR024,5.0,0.0,False
OI000332,O00191,PR051,2.0,0.2,False
OI000333,O00192,PR007,5.0,0.2,False
OI000334,O00192,PR055,4.0,0.1,False
OI000335,O00193,PR045,4.0,0.2,False
OI000336,O00194,PR023,4.0,0.0,False
OI000337,O00194,PR067,4.0,0.0,False
OI000338,O00195,PR002,2.0,0.05,False
OI000339,O00195,PR075,1.0,0.0,False
OI000340,O00196,PR034,2.0,0.1,False
OI000341,O00197,PR035,4.0,0.1,False
OI000342,O00198,PR024,4.0,0.05,False
OI000343,O00199,PR048,3.0,0.2,False
OI000344,O00200,PR058,2.0,0.1,False
OI000345,O00201,PR074,2.0,0.2,False
OI000346,O00202,PR035,2.0,0.1,False
OI000347,O00203,PR049,2.0,0.0,False
OI000348,O00204,PR020,4.0,0.2,False
OI000349,O00204,PR002,2.0,0.05,False
OI000350,O00204,PR064,3.0,0.2,True
OI000351,O00205,PR069,3.0,0.2,False
OI000352,O00205,PR063,3.0,0.0,False
OI000353,O00206,PR073,1.0,0.05,False
OI000354,O00206,PR013,2.0,0.0,False
OI000355,O00207,PR033,4.0,0.2,False
OI000356,O00208,PR058,3.0,0.0,False
OI000357,O00208,PR047,3.0,0.1,False
OI000358,O00209,PR033,3.0,0.0,False
OI000359,O00209,PR053,1.0,0.0,False
OI000360,O00210,PR078,2.0,0.1,False
OI000361,O00210,PR074,5.0,0.0,False
OI000362,O00210,PR037,3.0,0.0,False
OI000363,O00211,PR063,4.0,0.0,False
OI000364,O00211,PR049,5.0,0.0,False
OI000365,O00212,PR019,2.0,0.15,False
OI000366,O00213,PR044,4.0,0.15,False
OI000367,O00213,PR079,5.0,0.05,False
OI000368,O00213,PR010,1.0,0.0,False
OI000369,O00214,PR041,3.0,0.15,False
OI000370,O00215,PR035,5.0,0.15,False
OI000371,O00216,PR057,3.0,0.15,False
OI000372,O00217,PR058,4.0,0.0,False
OI000373,O00217,PR024,1.0,0.0,False
OI000374,O00218,PR033,1.0,0.0,False
OI000375,O00218,PR022,4.0,0.0,False
OI000376,O00219,PR061,5.0,0.0,False
OI000377,O00220,PR051,5.0,0.2,False
OI000378,O00221,PR014,3.0,0.1,False
OI000379,O00221,PR020,1.0,0.15,False
OI000380,O00221,PR050,3.0,0.0,False
OI000381,O00221,PR032,3.0,0.05,False
OI000382,O00222,PR017,5.0,0.2,False
OI000383,O00222,PR022,1.0,0.0,False
OI000384,O00223,PR042,4.0,0.05,False
OI000385,O00223,PR070,3.0,0.1,False
OI000386,O00224,PR070,2.0,0.1,False
OI000387,O00225,PR005,5.0,0.05,False
OI000388,O00225,PR068,5.0,0.0,False
OI000389,O00226,PR062,5.0,0.0,False
OI000390,O00226,PR012,4.0,0.0,False
OI000391,O00226,PR047,4.0,0.0,False
OI000392,O00227,PR002,1.0,0.1,False
OI000393,O00228,PR018,3.0,0.0,False
OI000394,O00228,PR061,5.0,0.0,False
OI000395,O00228,PR063,4.0,0.0,False
OI000396,O00229,PR056,3.0,0.1,False
OI000397,O00230,PR001,5.0,0.0,False
OI000398,O00231,PR072,4.0,0.05,False
OI000399,O00232,PR050,4.0,0.0,False
OI000400,O00233,PR055,3.0,0.1,True
OI000401,O00234,PR079,3.0,0.0,False
OI000402,O00234,PR069,3.0,0.05,False
OI000403,O00235,PR009,2.0,0.0,False
OI000404,O00236,PR059,5.0,0.05,False
OI000405,O00237,PR080,4.0,0.0,False
OI000406,O00238,PR020,1.0,0.1,False
OI000407,O00239,PR014,3.0,0.0,False
OI000408,O00240,PR057,1.0,0.0,False
OI000409,O00241,PR002,4.0,0.0,False
OI000410,O00242,PR040,4.0,0.0,False
OI000411,O00243,PR005,3.0,0.0,False
OI000412,O00244,PR019,1.0,0.0,False
OI000413,O00244,PR051,1.0,0.1,False
OI000414,O00244,PR061,2.0,0.0,False
OI000415,O00245,PR033,4.0,0.2,False
OI000416,O00245,PR002,1.0,0.2,False
OI000417,O00245,PR032,4.0,0.2,False
OI000418,O00246,PR032,1.0,0.0,False
OI000419,O00246,PR059,1.0,0.1,False
OI000420,O00246,PR027,4.0,0.05,False
OI000421,O00246,PR040,3.0,0.0,False
OI000422,O00247,PR006,5.0,0.1,False
OI000423,O00247,PR016,3.0,0.05,False
OI000424,O00248,PR026,3.0,0.0,False
OI000425,O00248,PR028,1.0,0.0,False
OI000426,O00249,PR042,1.0,0.0,False
OI000427,O00249,PR036,5.0,0.0,False
OI000428,O00250,PR032,1.0,0.0,False
OI000429,O00251,PR061,5.0,0.0,False
OI000430,O00251,PR048,1.0,0.0,False
OI000431,O00252,PR012,5.0,0.0,False
OI000432,O00253,PR005,1.0,0.0,False
OI000433,O00253,PR046,2.0,0.15,False
OI000434,O00253,PR069,1.0,0.0,False
OI000435,O00254,PR041,5.0,0.2,False
OI000436,O00255,PR045,4.0,0.15,False
OI000437,O00255,PR025,1.0,0.15,False
OI000438,O00256,PR018,3.0,0.0,False
OI000439,O00257,PR057,5.0,0.0,False
OI000440,O00258,PR063,2.0,0.1,False
OI000441,O00258,PR024,5.0,0.0,False
OI000442,O00259,PR060,3.0,0.2,False
OI000443,O00260,PR071,2.0,0.0,False
OI000444,O00260,PR068,2.0,0.05,False
OI000445,O00260,PR038,3.0,0.1,False
OI000446,O00261,PR001,5.0,0.05,False
OI000447,O00262,PR003,5.0,0.2,False
OI000448,O00262,PR047,5.0,0.0,False
OI000449,O00263,PR009,5.0,0.2,False
OI000450,O00264,PR068,3.0,0.2,True
OI000451,O00265,PR079,3.0,0.0,False
OI000452,O00265,PR053,3.0,0.0,False
OI000453,O00266,PR009,1.0,0.2,False
OI000454,O00267,PR023,1.0,0.0,False
OI000455,O00267,PR014,4.0,0.0,False
OI000456,O00267,PR013,1.0,0.1,False
OI000457,O00268,PR050,4.0,0.1,False
OI000458,O00268,PR080,5.0,0.0,False
OI000459,O00269,PR029,5.0,0.15,False
OI000460,O00270,PR027,4.0,0.2,False
OI000461,O00271,PR008,3.0,0.1,False
OI000462,O00272,PR054,3.0,0.2,False
OI000463,O00272,PR008,5.0,0.0,False
OI000464,O00273,PR010,3.0,0.0,False
OI000465,O00273,PR028,5.0,0.0,False
OI000466,O00274,PR030,5.0,0.05,False
OI000467,O00275,PR068,2.0,0.1,False
OI000468,O00276,PR023,5.0,0.15,False
OI000469,O00276,PR072,4.0,0.15,False
OI000470,O00277,PR074,3.0,0.15,False
OI000471,O00278,PR055,1.0,0.0,False
OI000472,O00279,PR071,4.0,0.1,False
OI000473,O00279,PR044,2.0,0.1,False
OI000474,O00280,PR057,3.0,0.0,False
OI000475,O00280,PR071,3.0,0.2,False
OI000476,O00280,PR048,4.0,0.2,False
OI000477,O00280,PR056,3.0,0.1,False
OI000478,O00281,PR070,2.0,0.05,False
OI000479,O00282,PR033,3.0,0.05,False
OI000480,O00282,PR058,4.0,0.0,False
OI000481,O00283,PR037,5.0,0.0,False
OI000482,O00283,PR067,2.0,0.0,False
OI000483,O00284,PR029,2.0,0.2,False
OI000484,O00285,PR036,5.0,0.1,False
OI000485,O00286,PR074,2.0,0.0,False
OI000486,O00286,PR005,4.0,0.0,False
OI000487,O00287,PR034,3.0,0.1,False
OI000488,O00288,PR033,3.0,0.0,False
OI000489,O00289,PR073,2.0,0.15,False
OI000490,O00289,PR010,3.0,0.2,False
OI000491,O00290,PR063,5.0,0.2,False
OI000492,O00291,PR077,3.0,0.0,False
OI000493,O00291,PR074,4.0,0.0,False
OI000494,O00291,PR008,3.0,0.0,False
OI000495,O00292,PR056,4.0,0.2,False
OI000496,O00292,PR016,2.0,0.15,False
OI000497,O00292,PR078,1.0,0.15,False
OI000498,O00293,PR049,1.0,0.0,False
OI000499,O00293,PR068,1.0,0.0,False
OI000500,O00294,PR020,3.0,0.1,True
OI000501,O00294,PR029,2.0,0.0,False
OI000502,O00295,PR051,4.0,0.2,False
OI000503,O00295,PR077,5.0,0.1,False
OI000504,O00296,PR056,3.0,0.2,False
OI000505,O00297,PR017,3.0,0.0,False
OI000506,O00298,PR007,5.0,0.05,False
OI000507,O00299,PR052,5.0,0.05,False
OI000508,O00300,PR017,2.0,0.05,False
OI000509,O00300,PR072,2.0,0.05,False
OI000510,O00301,PR074,2.0,0.1,False
OI000511,O00302,PR068,2.0,0.0,False
OI000512,O00302,PR010,3.0,0.2,False
OI000513,O00303,PR074,1.0,0.0,False
OI000514,O00304,PR055,3.0,0.0,False
OI000515,O00304,PR025,3.0,0.0,False
OI000516,O00305,PR004,3.0,0.0,False
OI000517,O00305,PR045,5.0,0.2,False
OI000518,O00306,PR057,5.0,0.0,False
OI000519,O00306,PR057,1.0,0.2,False
OI000520,O00306,PR030,2.0,0.15,False
OI000521,O00306,PR048,2.0,0.2,False
OI000522,O00307,PR011,1.0,0.15,False
OI000523,O00307,PR007,2.0,0.1,False
OI000524,O00308,PR037,1.0,0.0,False
OI000525,O00308,PR015,3.0,0.05,False
OI000526,O00308,PR061,1.0,0.0,False
OI000527,O00309,PR069,2.0,0.0,False
OI000528,O00310,PR034,5.0,0.05,False
OI000529,O00310,PR080,2.0,0.15,False
OI000530,O00311,PR003,4.0,0.1,False
OI000531,O00311,PR068,1.0,0.0,False
OI000532,O00312,PR037,2.0,0.2,False
OI000533,O00313,PR035,1.0,0.05,False
OI000534,O00313,PR002,1.0,0.05,False
OI000535,O00314,PR047,1.0,0.0,False
OI000536,O00314,PR038,4.0,0.0,False
OI000537,O00315,PR066,1.0,0.0,False
OI000538,O00315,PR063,5.0,0.1,False
OI000539,O00315,PR012,2.0,0.0,False
OI000540,O00315,PR065,4.0,0.1,False
OI000541,O00316,PR003,1.0,0.0,False
OI000542,O00316,PR068,3.0,0.0,False
OI000543,O00316,PR063,4.0,0.15,False
OI000544,O00317,PR045,3.0,0.0,False
OI000545,O00318,PR031,5.0,0.0,False
OI000546,O00318,PR008,3.0,0.05,False
OI000547,O00319,PR004,5.0,0.0,False
OI000548,O00319,PR029,2.0,0.0,False
OI000549,O00319,PR051,2.0,0.0,False
OI000550,O00320,PR067,3.0,0.2,True
OI000551,O00320,PR005,2.0,0.05,False
OI000552,O00321,PR020,4.0,0.0,False
OI000553,O00322,PR043,4.0,0.1,False
OI000554,O00322,PR017,2.0,0.15,False
OI000555,O00322,PR018,5.0,0.1,False
OI000556,O00323,PR026,2.0,0.0,False
OI000557,O00323,PR068,2.0,0.05,False
OI000558,O00324,PR019,5.0,0.0,False
OI000559,O00324,PR041,1.0,0.1,False
OI000560,O00324,PR069,1.0,0.0,False
OI000561,O00324,PR041,2.0,0.15,False
OI000562,O00325,PR041,4.0,0.05,False
OI000563,O00326,PR036,2.0,0.2,False
OI000564,O00327,PR017,2.0,0.0,False
OI000565,O00328,PR079,5.0,0.0,False
OI000566,O00328,PR078,5.0,0.1,False
OI000567,O00329,PR030,2.0,0.15,False
OI000568,O00330,PR011,4.0,0.0,False
OI000569,O00331,PR078,4.0,0.15,False
OI000570,O00331,PR048,2.0,0.2,False
OI000571,O00332,PR061,2.0,0.0,False
OI000572,O00333,PR005,4.0,0.2,False
OI000573,O00334,PR035,4.0,0.0,False
OI000574,O00334,PR026,2.0,0.0,False
OI000575,O00334,PR023,4.0,0.2,False
OI000576,O00334,PR079,4.0,0.15,False
OI000577,O00335,PR059,2.0,0.05,False
OI000578,O00336,PR006,5.0,0.15,False
OI000579,O00337,PR041,4.0,0.1,False
OI000580,O00337,PR074,5.0,0.1,False
OI000581,O00337,PR068,1.0,0.1,False
OI000582,O00338,PR059,1.0,0.0,False
OI000583,O00339,PR051,1.0,0.1,False
OI000584,O00339,PR050,5.0,0.2,False
OI000585,O00340,PR007,2.0,0.0,False
OI000586,O00340,PR057,4.0,0.0,False
OI000587,O00341,PR037,4.0,0.0,False
OI000588,O00341,PR055,3.0,0.1,False
OI000589,O00342,PR067,2.0,0.05,False
OI000590,O00342,PR058,1.0,0.15,False
OI000591,O00342,PR065,1.0,0.0,False
OI000592,O00343,PR070,2.0,0.05,False
OI000593,O00343,PR053,3.0,0.05,False
OI000594,O00344,PR059,5.0,0.15,False
OI000595,O00345,PR059,1.0,0.0,False
OI000596,O00345,PR042,2.0,0.15,False
OI000597,O00345,PR016,1.0,0.0,False
OI000598,O00346,PR047,1.0,0.1,False
OI000599,O00346,PR050,5.0,0.1,False
OI000600,O00347,PR049,3.0,0.05,True
OI000601,O00347,PR006,2.0,0.0,False
OI000602,O00347,PR073,2.0,0.0,False
OI000603,O00348,PR023,1.0,0.05,False
OI000604,O00348,PR040,3.0,0.15,False
OI000605,O00348,PR058,3.0,0.15,False
OI000606,O00349,PR017,2.0,0.0,False
