order_item_id,order_id,product_id,quantity,discount_pct
OI000199,O00108,PR075,4.0,0.0
OI000200,O00109,PR031,,0.0
OI000201,O00110,PR025,3.0,0.05
OI000202,O00110,PR058,3.0,0.1
OI000203,O00111,PR075,2.0,0.1
OI000204,O00111,PR073,3.0,0.2
OI000205,O00112,PR055,2.0,0.0
OI000206,O00113,PR029,4.0,0.0
OI000207,O00114,PR018,3.0,0.05
OI000208,O00114,PR060,4.0,0.0
OI000209,O00114,PR040,4.0,0.1
OI000210,O00115,PR078,1.0,0.2
OI000211,O00116,PR018,5.0,0.0
OI000212,O00117,PR005,1.0,0.15
OI000213,O00118,PR003,5.0,0.15
OI000214,O00119,PR075,5.0,0.05
OI000215,O00120,PR028,1.0,0.1
OI000216,O00120,PR034,5.0,0.1
OI000217,O00121,PR020,3.0,0.05
OI000218,O00122,PR076,3.0,0.0
OI000219,O00123,PR066,1.0,0.05
OI000220,O00124,PR002,2.0,0.2
OI000221,O00125,PR079,2.0,0.2
OI000222,O00125,PR066,2.0,0.05
OI000223,O00125,PR021,2.0,0.1
OI000224,O00125,PR073,2.0,0.15
OI000225,O00126,PR046,1.0,0.0
OI000226,O00126,PR063,2.0,0.0
OI000227,O00127,PR030,1.0,0.15
OI000228,O00128,PR047,4.0,0.05
OI000229,O00129,PR006,1.0,0.15
OI000230,O00129,PR042,1.0,0.15
OI000231,O00129,PR067,3.0,0.2
OI000232,O00130,PR075,5.0,0.1
OI000233,O00130,PR023,4.0,0.15
OI000234,O00131,PR076,1.0,0.1
OI000235,O00132,PR029,5.0,0.05
OI000236,O00133,PR045,4.0,0.2
OI000237,O00134,PR078,1.0,0.1
OI000238,O00135,PR057,2.0,0.0
OI000239,O00135,PR010,5.0,0.15
OI000240,O00135,PR036,2.0,0.0
OI000241,O00136,PR047,5.0,0.15
OI000242,O00137,PR030,4.0,0.2
OI000243,O00137,PR043,1.0,0.05
OI000244,O00137,PR062,4.0,0.0
OI000245,O00138,PR053,1.0,0.0
OI000246,O00138,PR006,2.0,0.1
OI000247,O00139,PR018,5.0,0.0
OI000248,O00139,PR074,2.0,0.0
OI000249,O00140,PR024,5.0,0.05
OI000250,O00141,PR073,,0.15
OI000251,O00141,PR037,1.0,0.0
OI000252,O00142,PR061,4.0,0.0
OI000253,O00143,PR053,5.0,0.0
OI000254,O00144,PR024,5.0,0.15
OI000255,O00144,PR066,3.0,0.0
OI000256,O00145,PR044,4.0,0.1
OI000257,O00145,PR076,1.0,0.0
OI000258,O00146,PR017,1.0,0.0
OI000259,O00147,PR065,4.0,0.2
OI000260,O00148,PR013,2.0,0.05
OI000261,O00149,PR077,1.0,0.2
OI000262,O00149,PR069,5.0,0.2
OI000263,O00149,PR016,1.0,0.05
OI000264,O00150,PR078,5.0,0.2
OI000265,O00150,PR001,4.0,0.1
OI000266,O00151,PR006,5.0,0.05
OI000267,O00152,PR062,4.0,0.0
OI000268,O00153,PR074,1.0,0.05
OI000269,O00153,PR018,3.0,0.05
OI000270,O00154,PR011,3.0,0.1
OI000271,O00154,PR070,4.0,0.0
OI000272,O00155,PR001,5.0,0.1
OI000273,O00156,PR001,4.0,0.15
OI000274,O00157,PR041,4.0,0.0
OI000275,O00158,PR055,5.0,0.0
OI000276,O00159,PR069,4.0,0.1
OI000277,O00160,PR036,4.0,0.2
OI000278,O00161,PR071,5.0,0.05
OI000279,O00162,PR072,5.0,0.05
OI000280,O00163,PR040,5.0,0.0
OI000281,O00164,PR051,2.0,0.2
OI000282,O00164,PR016,2.0,0.05
OI000283,O00165,PR021,1.0,0.0
OI000284,O00165,PR066,4.0,0.2
OI000285,O00166,PR071,5.0,0.15
OI000286,O00167,PR007,2.0,0.05
OI000287,O00167,PR001,1.0,0.2
OI000288,O00168,PR077,4.0,0.0
OI000289,O00169,PR029,3.0,0.0
OI000290,O00170,PR050,4.0,0.1
OI000291,O00170,PR067,3.0,0.15
OI000292,O00171,PR008,2.0,0.15
OI000293,O00171,PR064,4.0,0.0
OI000294,O00171,PR026,5.0,0.0
OI000295,O00171,PR025,1.0,0.2
OI000296,O00172,PR067,2.0,0.1
OI000297,O00172,PR022,1.0,0.0
OI000298,O00173,PR001,2.0,0.0
OI000299,O00174,PR052,3.0,0.15
OI000300,O00174,PR051,,0.1
OI000301,O00174,PR026,5.0,0.0
OI000302,O00174,PR009,1.0,0.1
OI000303,O00175,PR072,5.0,0.0
OI000304,O00176,PR036,2.0,0.1
OI000305,O00177,PR059,4.0,0.1
OI000306,O00177,PR001,3.0,0.0
OI000307,O00177,PR053,5.0,0.0
OI000308,O00177,PR072,1.0,0.1
OI000309,O00178,PR015,5.0,0.0
OI000310,O00179,PR074,3.0,0.15
OI000311,O00179,PR057,4.0,0.1
OI000312,O00179,PR062,2.0,0.2
OI000313,O00180,PR059,4.0,0.1
OI000314,O00181,PR062,1.0,0.0
OI000315,O00181,PR009,4.0,0.15
OI000316,O00181,PR029,2.0,0.2
OI000317,O00182,PR046,5.0,0.1
OI000318,O00183,PR034,2.0,0.0
OI000319,O00184,PR044,1.0,0.1
OI000320,O00185,PR061,3.0,0.0
OI000321,O00185,PR028,5.0,0.0
OI000322,O00185,PR024,2.0,0.05
OI000323,O00186,PR031,2.0,0.2
OI000324,O00186,PR034,2.0,0.0
OI000325,O00187,PR032,5.0,0.0
OI000326,O00188,PR014,1.0,0.0
OI000327,O00189,PR064,5.0,0.0
OI000328,O00189,PR070,1.0,0.2
OI000329,O00190,PR080,3.0,0.05
OI000330,O00191,PR074,3.0,0.05
OI000331,O00191,PR024,5.0,0.0
OI000332,O00191,PR051,2.0,0.2
OI000333,O00192,PR007,5.0,0.2
OI000334,O00192,PR055,4.0,0.1
OI000335,O00193,PR045,4.0,0.2
OI000336,O00194,PR023,4.0,0.0
OI000337,O00194,PR067,4.0,0.0
OI000338,O00195,PR002,2.0,0.05
OI000339,O00195,PR075,1.0,0.0
OI000340,O00196,PR034,2.0,0.1
OI000341,O00197,PR035,4.0,0.1
OI000342,O00198,PR024,4.0,0.05
OI000343,O00199,PR048,3.0,0.2
OI000344,O00200,PR058,2.0,0.1
OI000345,O00201,PR074,2.0,0.2
OI000346,O00202,PR035,2.0,0.1
OI000347,O00203,PR049,2.0,0.0
OI000348,O00204,PR020,4.0,0.2
OI000349,O00204,PR002,2.0,0.05
OI000350,O00204,PR064,,0.2
OI000351,O00205,PR069,3.0,0.2
OI000352,O00205,PR063,3.0,0.0
OI000353,O00206,PR073,1.0,0.05
OI000354,O00206,PR013,2.0,0.0
OI000355,O00207,PR033,4.0,0.2
OI000356,O00208,PR058,3.0,0.0
OI000357,O00208,PR047,3.0,0.1
OI000358,O00209,PR033,3.0,0.0
OI000359,O00209,PR053,1.0,0.0
OI000360,O00210,PR078,2.0,0.1
OI000361,O00210,PR074,5.0,0.0
OI000362,O00210,PR037,3.0,0.0
OI000363,O00211,PR063,4.0,0.0
OI000364,O00211,PR049,5.0,0.0
OI000365,O00212,PR019,2.0,0.15
OI000366,O00213,PR044,4.0,0.15
OI000367,O00213,PR079,5.0,0.05
OI000368,O00213,PR010,1.0,0.0
OI000369,O00214,PR041,3.0,0.15
OI000370,O00215,PR035,5.0,0.15
OI000371,O00216,PR057,3.0,0.15
OI000372,O00217,PR058,4.0,0.0
OI000373,O00217,PR024,1.0,0.0
OI000374,O00218,PR033,1.0,0.0
OI000375,O00218,PR022,4.0,0.0
OI000376,O00219,PR061,5.0,0.0
OI000377,O00220,PR051,5.0,0.2
OI000378,O00221,PR014,3.0,0.1
OI000379,O00221,PR020,1.0,0.15
OI000380,O00221,PR050,3.0,0.0
OI000381,O00221,PR032,3.0,0.05
OI000382,O00222,PR017,5.0,0.2
OI000383,O00222,PR022,1.0,0.0
OI000384,O00223,PR042,4.0,0.05
OI000385,O00223,PR070,3.0,0.1
OI000386,O00224,PR070,2.0,0.1
OI000387,O00225,PR005,5.0,0.05
OI000388,O00225,PR068,5.0,0.0
OI000389,O00226,PR062,5.0,0.0
OI000390,O00226,PR012,4.0,0.0
OI000391,O00226,PR047,4.0,0.0
OI000392,O00227,PR002,1.0,0.1
OI000393,O00228,PR018,3.0,0.0
OI000394,O00228,PR061,5.0,0.0
OI000395,O00228,PR063,4.0,0.0
OI000396,O00229,PR056,3.0,0.1
OI000397,O00230,PR001,5.0,0.0
OI000398,O00231,PR072,4.0,0.05
OI000399,O00232,PR050,4.0,0.0
OI000400,O00233,PR055,,0.1
OI000401,O00234,PR079,3.0,0.0
OI000402,O00234,PR069,3.0,0.05
OI000403,O00235,PR009,2.0,0.0
OI000404,O00236,PR059,5.0,0.05
OI000405,O00237,PR080,4.0,0.0
OI000406,O00238,PR020,1.0,0.1
OI000407,O00239,PR014,3.0,0.0
OI000408,O00240,PR057,1.0,0.0
OI000409,O00241,PR002,4.0,0.0
OI000410,O00242,PR040,4.0,0.0
OI000411,O00243,PR005,3.0,0.0
OI000412,O00244,PR019,1.0,0.0
OI000413,O00244,PR051,1.0,0.1
OI000414,O00244,PR061,2.0,0.0
OI000415,O00245,PR033,4.0,0.2
OI000416,O00245,PR002,1.0,0.2
OI000417,O00245,PR032,4.0,0.2
OI000418,O00246,PR032,1.0,0.0
OI000419,O00246,PR059,1.0,0.1
OI000420,O00246,PR027,4.0,0.05
OI000421,O00246,PR040,3.0,0.0
OI000422,O00247,PR006,5.0,0.1
OI000423,O00247,PR016,3.0,0.05
OI000424,O00248,PR026,3.0,0.0
OI000425,O00248,PR028,1.0,0.0
OI000426,O00249,PR042,1.0,0.0
OI000427,O00249,PR036,5.0,0.0
OI000428,O00250,PR032,1.0,0.0
OI000429,O00251,PR061,5.0,0.0
OI000430,O00251,PR048,1.0,0.0
OI000431,O00252,PR012,5.0,0.0
OI000432,O00253,PR005,1.0,0.0
OI000433,O00253,PR046,2.0,0.15
OI000434,O00253,PR069,1.0,0.0
OI000435,O00254,PR041,5.0,0.2
OI000436,O00255,PR045,4.0,0.15
OI000437,O00255,PR025,1.0,0.15
OI000438,O00256,PR018,3.0,0.0
OI000439,O00257,PR057,5.0,0.0
OI000440,O00258,PR063,2.0,0.1
OI000441,O00258,PR024,5.0,0.0
OI000442,O00259,PR060,3.0,0.2
OI000443,O00260,PR071,2.0,0.0
OI000444,O00260,PR068,2.0,0.05
OI000445,O00260,PR038,3.0,0.1
OI000446,O00261,PR001,5.0,0.05
OI000447,O00262,PR003,5.0,0.2
OI000448,O00262,PR047,5.0,0.0
OI000449,O00263,PR009,5.0,0.2
OI000450,O00264,PR068,,0.2
OI000451,O00265,PR079,3.0,0.0
OI000452,O00265,PR053,3.0,0.0
OI000453,O00266,PR009,1.0,0.2
OI000454,O00267,PR023,1.0,0.0
OI000455,O00267,PR014,4.0,0.0
OI000456,O00267,PR013,1.0,0.1
OI000457,O00268,PR050,4.0,0.1
OI000458,O00268,PR080,5.0,0.0
OI000459,O00269,PR029,5.0,0.15
OI000460,O00270,PR027,4.0,0.2
OI000461,O00271,PR008,3.0,0.1
OI000462,O00272,PR054,3.0,0.2
OI000463,O00272,PR008,5.0,0.0
OI000464,O00273,PR010,3.0,0.0
OI000465,O00273,PR028,5.0,0.0
OI000466,O00274,PR030,5.0,0.05
OI000467,O00275,PR068,2.0,0.1
OI000468,O00276,PR023,5.0,0.15
OI000469,O00276,PR072,4.0,0.15
OI000470,O00277,PR074,3.0,0.15
OI000471,O00278,PR055,1.0,0.0
OI000472,O00279,PR071,4.0,0.1
OI000473,O00279,PR044,2.0,0.1
OI000474,O00280,PR057,3.0,0.0
OI000475,O00280,PR071,3.0,0.2
OI000476,O00280,PR048,4.0,0.2
OI000477,O00280,PR056,3.0,0.1
OI000478,O00281,PR070,2.0,0.05
OI000479,O00282,PR033,3.0,0.05
OI000480,O00282,PR058,4.0,0.0
OI000481,O00283,PR037,5.0,0.0
OI000482,O00283,PR067,2.0,0.0
OI000483,O00284,PR029,2.0,0.2
OI000484,O00285,PR036,5.0,0.1
OI000485,O00286,PR074,2.0,0.0
OI000486,O00286,PR005,4.0,0.0
OI000487,O00287,PR034,3.0,0.1
OI000488,O00288,PR033,3.0,0.0
OI000489,O00289,PR073,2.0,0.15
OI000490,O00289,PR010,3.0,0.2
OI000491,O00290,PR063,5.0,0.2
OI000492,O00291,PR077,3.0,0.0
OI000493,O00291,PR074,4.0,0.0
OI000494,O00291,PR008,3.0,0.0
OI000495,O00292,PR056,4.0,0.2
OI000496,O00292,PR016,2.0,0.15
OI000497,O00292,PR078,1.0,0.15
OI000498,O00293,PR049,1.0,0.0
OI000499,O00293,PR068,1.0,0.0
OI000500,O00294,PR020,,0.1
OI000501,O00294,PR029,2.0,0.0
OI000502,O00295,PR051,4.0,0.2
OI000503,O00295,PR077,5.0,0.1
OI000504,O00296,PR056,3.0,0.2
OI000505,O00297,PR017,3.0,0.0
OI000506,O00298,PR007,5.0,0.05
OI000507,O00299,PR052,5.0,0.05
OI000508,O00300,PR017,2.0,0.05
OI000509,O00300,PR072,2.0,0.05
OI000510,O00301,PR074,2.0,0.1
OI000511,O00302,PR068,2.0,0.0
OI000512,O00302,PR010,3.0,0.2
OI000513,O00303,PR074,1.0,0.0
OI000514,O00304,PR055,3.0,0.0
OI000515,O00304,PR025,3.0,0.0
OI000516,O00305,PR004,3.0,0.0
OI000517,O00305,PR045,5.0,0.2
OI000518,O00306,PR057,5.0,0.0
OI000519,O00306,PR057,1.0,0.2
OI000520,O00306,PR030,2.0,0.15
OI000521,O00306,PR048,2.0,0.2
OI000522,O00307,PR011,1.0,0.15
OI000523,O00307,PR007,2.0,0.1
OI000524,O00308,PR037,1.0,0.0
OI000525,O00308,PR015,3.0,0.05
OI000526,O00308,PR061,1.0,0.0
OI000527,O00309,PR069,2.0,0.0
OI000528,O00310,PR034,5.0,0.05
OI000529,O00310,PR080,2.0,0.15
OI000530,O00311,PR003,4.0,0.1
OI000531,O00311,PR068,1.0,0.0
OI000532,O00312,PR037,2.0,0.2
OI000533,O00313,PR035,1.0,0.05
OI000534,O00313,PR002,1.0,0.05
OI000535,O00314,PR047,1.0,0.0
OI000536,O00314,PR038,4.0,0.0
OI000537,O00315,PR066,1.0,0.0
OI000538,O00315,PR063,5.0,0.1
OI000539,O00315,PR012,2.0,0.0
OI000540,O00315,PR065,4.0,0.1
OI000541,O00316,PR003,1.0,0.0
OI000542,O00316,PR068,3.0,0.0
OI000543,O00316,PR063,4.0,0.15
OI000544,O00317,PR045,3.0,0.0
OI000545,O00318,PR031,5.0,0.0
OI000546,O00318,PR008,3.0,0.05
OI000547,O00319,PR004,5.0,0.0
OI000548,O00319,PR029,2.0,0.0
OI000549,O00319,PR051,2.0,0.0
OI000550,O00320,PR067,,0.2
OI000551,O00320,PR005,2.0,0.05
OI000552,O00321,PR020,4.0,0.0
OI000553,O00322,PR043,4.0,0.1
OI000554,O00322,PR017,2.0,0.15
OI000555,O00322,PR018,5.0,0.1
OI000556,O00323,PR026,2.0,0.0
OI000557,O00323,PR068,2.0,0.05
OI000558,O00324,PR019,5.0,0.0
OI000559,O00324,PR041,1.0,0.1
OI000560,O00324,PR069,1.0,0.0
OI000561,O00324,PR041,2.0,0.15
OI000562,O00325,PR041,4.0,0.05
OI000563,O00326,PR036,2.0,0.2
OI000564,O00327,PR017,2.0,0.0
OI000565,O00328,PR079,5.0,0.0
OI000566,O00328,PR078,5.0,0.1
OI000567,O00329,PR030,2.0,0.15
OI000568,O00330,PR011,4.0,0.0
OI000569,O00331,PR078,4.0,0.15
OI000570,O00331,PR048,2.0,0.2
OI000571,O00332,PR061,2.0,0.0
OI000572,O00333,PR005,4.0,0.2
OI000573,O00334,PR035,4.0,0.0
OI000574,O00334,PR026,2.0,0.0
OI000575,O00334,PR023,4.0,0.2
OI000576,O00334,PR079,4.0,0.15
OI000577,O00335,PR059,2.0,0.05
OI000578,O00336,PR006,5.0,0.15
OI000579,O00337,PR041,4.0,0.1
OI000580,O00337,PR074,5.0,0.1
OI000581,O00337,PR068,1.0,0.1
OI000582,O00338,PR059,1.0,0.0
OI000583,O00339,PR051,1.0,0.1
OI000584,O00339,PR050,5.0,0.2
OI000585,O00340,PR007,2.0,0.0
OI000586,O00340,PR057,4.0,0.0
OI000587,O00341,PR037,4.0,0.0
OI000588,O00341,PR055,3.0,0.1
OI000589,O00342,PR067,2.0,0.05
OI000590,O00342,PR058,1.0,0.15
OI000591,O00342,PR065,1.0,0.0
OI000592,O00343,PR070,2.0,0.05
OI000593,O00343,PR053,3.0,0.05
OI000594,O00344,PR059,5.0,0.15
OI000595,O00345,PR059,1.0,0.0
OI000596,O00345,PR042,2.0,0.15
OI000597,O00345,PR016,1.0,0.0
OI000598,O00346,PR047,1.0,0.1
OI000599,O00346,PR050,5.0,0.1
OI000600,O00347,PR049,,0.05
OI000601,O00347,PR006,2.0,0.0
OI000602,O00347,PR073,2.0,0.0
OI000603,O00348,PR023,1.0,0.05
OI000604,O00348,PR040,3.0,0.15
OI000605,O00348,PR058,3.0,0.15
OI000606,O00349,PR017,2.0,0.0
OI000607,O00350,PR033,1.0,0.05
OI000608,O00350,PR064,4.0,0.1
OI000609,O00351,PR078,4.0,0.0
OI000610,O00351,PR028,5.0,0.15
OI000611,O00351,PR061,4.0,0.05
OI000612,O00352,PR077,5.0,0.0
OI000613,O00353,PR071,3.0,0.1
OI000614,O00354,PR027,1.0,0.0
OI000615,O00354,PR019,1.0,0.15
OI000616,O00355,PR019,1.0,0.15
OI000617,O00356,PR078,3.0,0.0
OI000618,O00356,PR012,1.0,0.0
OI000619,O00357,PR023,2.0,0.15
OI000620,O00358,PR077,5.0,0.2
OI000621,O00359,PR059,5.0,0.0
OI000622,O00359,PR005,1.0,0.2
OI000623,O00360,PR048,4.0,0.2
OI000624,O00361,PR055,5.0,0.0
OI000625,O00362,PR018,1.0,0.15
OI000626,O00363,PR043,5.0,0.05
OI000627,O00363,PR068,2.0,0.15
OI000628,O00363,PR027,5.0,0.0
OI000629,O00364,PR005,5.0,0.0
OI000630,O00365,PR078,3.0,0.05
OI000631,O00366,PR041,3.0,0.1
OI000632,O00366,PR074,5.0,0.0
OI000633,O00367,PR079,5.0,0.05
OI000634,O00367,PR067,4.0,0.05
OI000635,O00367,PR024,5.0,0.0
OI000636,O00368,PR025,1.0,0.0
OI000637,O00368,PR004,4.0,0.15
OI000638,O00369,PR027,5.0,0.05
OI000639,O00369,PR053,1.0,0.0
OI000640,O00370,PR028,1.0,0.15
OI000641,O00371,PR037,3.0,0.2
OI000642,O00372,PR039,5.0,0.1
OI000643,O00373,PR001,1.0,0.15
OI000644,O00374,PR051,5.0,0.1
OI000645,O00375,PR023,2.0,0.0
OI000646,O00375,PR044,4.0,0.05
OI000647,O00375,PR005,2.0,0.05
OI000648,O00375,PR020,4.0,0.2
OI000649,O00376,PR043,4.0,0.2
OI000650,O00376,PR053,,0.2
OI000651,O00377,PR073,3.0,0.1
OI000652,O00377,PR069,1.0,0.0
OI000653,O00378,PR043,3.0,0.0
OI000654,O00378,PR020,3.0,0.2
OI000655,O00379,PR049,5.0,0.2
OI000656,O00380,PR078,4.0,0.0
OI000657,O00381,PR040,3.0,0.15
OI000658,O00381,PR005,3.0,0.05
OI000659,O00382,PR031,3.0,0.05
OI000660,O00383,PR039,2.0,0.1
OI000661,O00383,PR039,2.0,0.0
OI000662,O00383,PR048,1.0,0.2
OI000663,O00384,PR012,4.0,0.1
OI000664,O00385,PR062,5.0,0.0
OI000665,O00386,PR062,5.0,0.0
OI000666,O00387,PR019,1.0,0.2
